ID,Nhà cung cấp,Ngày nhập gần đây,Đơn giá nhập,Tổng nhập,ID Khach hang,Ngày,Đơn giá MIN,Tổng nhập
90311-40032-A,HTAUTOHN,2022-03-12 00:00:00,50000,3,HTAUTOHN,2022-03-12 00:00:00,50000,3
23300-20130,HTAUTOHN,2022-03-14 00:00:00,855000,1,HTAUTOHN,2022-03-14 00:00:00,855000,1
04495-0K120-82,CHPT-ANNHIEN,2022-03-15 00:00:00,1170000,10,CHPT-ANNHIEN,2022-03-14 00:00:00,1170000,20
04495-0K120-82,CHPT-ANNHIEN,2022-03-15 00:00:00,1170000,10,CHPT-ANNHIEN,2022-03-15 00:00:00,1170000,10
12305-28231,HTAUTOHN,2022-03-15 00:00:00,1650000,1,HTAUTOHN,2022-03-11 00:00:00,1650000,1
12305-28231,HTAUTOHN,2022-03-15 00:00:00,1650000,1,HTAUTOHN,2022-03-15 00:00:00,1650000,1
90311-40031,CHPT-MINHANH,2022-03-15 00:00:00,90000,1,CHPT-MINHANH,2022-03-15 00:00:00,90000,1
12361-28280,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,796154,1,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,796154,1
12371-28250,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,1101686,1,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,1101686,1
12372-28280,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,1397476,1,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,1397476,1
31250-19095,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,6560526,1,NCC-TOYOTALONGBIEN,2022-03-16 00:00:00,6560526,1
84340-69025,HTAUTOHN,2022-03-16 00:00:00,400000,1,HTAUTOHN,2022-03-16 00:00:00,400000,1
90311-88003-A,HTAUTOHN,2022-03-16 00:00:00,105000,7,HTAUTOHN,2022-03-08 00:00:00,105000,2
90311-88003-A,HTAUTOHN,2022-03-16 00:00:00,105000,7,HTAUTOHN,2022-03-16 00:00:00,105000,7
PL011849R,HTAUTOHN,2022-03-16 00:00:00,930000,10,HTAUTOHN,2022-02-09 00:00:00,930000,1
PL011849R,HTAUTOHN,2022-03-16 00:00:00,930000,10,HTAUTOHN,2022-02-22 00:00:00,930000,10
PL011849R,HTAUTOHN,2022-03-16 00:00:00,930000,10,HTAUTOHN,2022-03-16 00:00:00,930000,10
PL012019R,HTAUTOHN,2022-03-16 00:00:00,1480000,10,HTAUTOHN,2022-01-24 00:00:00,1480000,1
PL012019R,HTAUTOHN,2022-03-16 00:00:00,1480000,10,HTAUTOHN,2022-03-16 00:00:00,1480000,10
PL012725R,HTAUTOHN,2022-03-16 00:00:00,1600000,2,HTAUTOHN,2022-03-16 00:00:00,1600000,2
90311-48014-A,HTAUTOHN,2022-03-18 00:00:00,81000,1,HTAUTOHN,2022-03-18 00:00:00,81000,1
12361-20120,HTAUTOHN,2022-03-19 00:00:00,2385000,1,HTAUTOHN,2022-03-19 00:00:00,2385000,1
83320-26420,HTAUTOHN,2022-03-19 00:00:00,870000,2,HTAUTOHN,2022-03-19 00:00:00,870000,2
90311-T0058,HTAUTOHN,2022-03-19 00:00:00,190000,20,HTAUTOHN,2022-02-14 00:00:00,190000,5
90311-T0058,HTAUTOHN,2022-03-19 00:00:00,190000,20,HTAUTOHN,2022-02-16 00:00:00,190000,10
90311-T0058,HTAUTOHN,2022-03-19 00:00:00,190000,20,HTAUTOHN,2022-03-19 00:00:00,190000,20
04478-0D180,NCC-THAILAND,2022-03-21 00:00:00,523948,5,NCC-THAILAND,2022-03-21 00:00:00,523948,5
04478-0K150,NCC-THAILAND,2022-03-21 00:00:00,625566,1,NCC-THAILAND,2022-03-21 00:00:00,625566,1
04478-0K170,NCC-THAILAND,2022-03-21 00:00:00,473499,3,NCC-THAILAND,2022-03-21 00:00:00,473499,3
17801-0Y040,NCC-THAILAND,2022-03-21 00:00:00,178013,70,NCC-THAILAND,2022-03-21 00:00:00,178013,70
23300-31100,NCC-THAILAND,2022-03-21 00:00:00,596738,1,NCC-THAILAND,2022-03-21 00:00:00,596738,1
23300-31160,NCC-THAILAND,2022-03-21 00:00:00,498723,3,NCC-THAILAND,2022-03-21 00:00:00,498723,3
31420-0K071,NCC-THAILAND,2022-03-21 00:00:00,892946,6,NCC-THAILAND,2022-03-21 00:00:00,892946,6
31470-0K030,NCC-THAILAND,2022-03-21 00:00:00,416564,9,NCC-THAILAND,2022-03-21 00:00:00,416564,9
43550-28010,HTAUTOHN,2022-03-21 00:00:00,2650000,2,HTAUTOHN,2022-03-21 00:00:00,2650000,2
47201-02450,NCC-THAILAND,2022-03-21 00:00:00,2246418,2,NCC-THAILAND,2022-03-21 00:00:00,2246418,2
47570-0D050,NCC-THAILAND,2022-03-21 00:00:00,515300,2,NCC-THAILAND,2022-03-21 00:00:00,515300,2
68610-0K012,NCC-THAILAND,2022-03-21 00:00:00,95854,2,NCC-THAILAND,2022-03-21 00:00:00,95854,2
81920-13022,NCC-THAILAND,2022-03-21 00:00:00,436755,1,NCC-THAILAND,2022-03-21 00:00:00,436755,1
83320-0K040,NCC-THAILAND,2022-03-21 00:00:00,566469,1,NCC-THAILAND,2022-03-21 00:00:00,566469,1
89543-0K020,NCC-THAILAND,2022-03-21 00:00:00,1869492,1,NCC-THAILAND,2022-03-21 00:00:00,1869492,1
90310-58003,NCC-THAILAND,2022-03-21 00:00:00,96574,2,NCC-THAILAND,2022-03-21 00:00:00,96574,2
90311-40004,NCC-THAILAND,2022-03-21 00:00:00,112429,1,NCC-THAILAND,2022-03-21 00:00:00,112429,1
217-19C1L-AE,KL-DUCPHAT-Q5,2022-03-22 00:00:00,900000,1,KL-DUCPHAT-Q5,2022-03-22 00:00:00,900000,1
17801-0P070,HTAUTOHN,2022-03-23 00:00:00,630000,1,HTAUTOHN,2022-03-23 00:00:00,630000,1
17801-0V040,HTAUTOHN,2022-03-23 00:00:00,450000,2,HTAUTOHN,2022-03-23 00:00:00,450000,2
GV9B-34-700,DAIDUONG,2022-03-23 00:00:00,1450000,1,DAIDUONG,2022-03-23 00:00:00,1450000,1
13470-0V050,CHPT-MINHANH,2022-03-24 00:00:00,1480000,1,CHPT-MINHANH,2022-03-24 00:00:00,1480000,1
13540-20021,HTAUTOHN,2022-03-24 00:00:00,855000,1,HTAUTOHN,2022-03-24 00:00:00,855000,1
DCP-024R,PHUONGNGUYEN,2022-03-24 00:00:00,0,1,PHUONGNGUYEN,2022-03-24 00:00:00,0,1
11193-38020,CHPT-MINHANH,2022-03-25 00:00:00,50000,16,CHPT-MINHANH,2022-03-25 00:00:00,50000,16
11201-28033,HTAUTOHN,2022-03-25 00:00:00,3690000,1,HTAUTOHN,2022-03-25 00:00:00,3690000,1
12360-0P050,HTAUTOHN,2022-03-25 00:00:00,1935000,1,HTAUTOHN,2022-03-25 00:00:00,1935000,1
272000-6900,HTAUTOHN,2022-03-25 00:00:00,148000,500,HTAUTOHN,2022-03-11 00:00:00,148000,400
272000-6900,HTAUTOHN,2022-03-25 00:00:00,148000,500,HTAUTOHN,2022-03-25 00:00:00,148000,500
43211-KK010,HTAUTOHN,2022-03-25 00:00:00,2870000,1,HTAUTOHN,2022-03-25 00:00:00,2870000,1
43212-KK010,HTAUTOHN,2022-03-25 00:00:00,2870000,1,HTAUTOHN,2022-01-08 00:00:00,2850000,1
90311-38089,CHPT-MINHANH,2022-03-25 00:00:00,100000,2,CHPT-MINHANH,2022-03-25 00:00:00,100000,2
90363-40072,HTAUTOHN,2022-03-25 00:00:00,432000,2,HTAUTOHN,2022-03-25 00:00:00,432000,2
CTX-065A,HTAUTOHN,2022-03-25 00:00:00,738000,30,HTAUTOHN,2022-03-25 00:00:00,738000,30
12371-74301,HTAUTOHN,2022-03-28 00:00:00,2565000,1,HTAUTOHN,2022-03-28 00:00:00,2565000,1
44200-26501,HTAUTOHN,2022-03-28 00:00:00,15450000,1,HTAUTOHN,2022-03-28 00:00:00,15450000,1
04111-36126,NK-TS,2022-03-29 00:00:00,2482814,2,NK-TS,2022-03-29 00:00:00,2482814,2
04465-50260,NK-TS,2022-03-29 00:00:00,1398828,4,NK-TS,2022-03-29 00:00:00,1398828,4
04465-YZZ63,NK-TS,2022-03-29 00:00:00,597049,1,NK-TS,2022-03-29 00:00:00,597049,1
04465-YZZF6,NK-TS,2022-03-29 00:00:00,1015900,6,NK-TS,2022-02-26 00:00:00,984401,10
04465-YZZR6,NK-TS,2022-03-29 00:00:00,730875,2,NK-TS,2022-03-29 00:00:00,730875,2
11213-0D020,NK-TS,2022-03-29 00:00:00,105652,10,NK-TS,2022-02-26 00:00:00,101972,30
11213-0M010,NK-TS,2022-03-29 00:00:00,70904,28,NK-TS,2022-02-26 00:00:00,70632,72
11213-22010,NK-TS,2022-03-29 00:00:00,232668,3,NK-TS,2022-03-29 00:00:00,232668,3
12360-31041,NK-TS,2022-03-29 00:00:00,1188934,3,NK-TS,2022-03-29 00:00:00,1188934,3
12361-0V030,NK-TS,2022-03-29 00:00:00,1188934,3,NK-TS,2022-03-29 00:00:00,1188934,3
12361-28250,NK-TS,2022-03-29 00:00:00,627336,3,NK-TS,2022-03-29 00:00:00,627336,3
12361-31201,NK-TS,2022-03-29 00:00:00,1442028,1,NK-TS,2022-03-29 00:00:00,1442028,1
12362-0P051,NK-TS,2022-03-29 00:00:00,1469967,2,NK-TS,2022-03-29 00:00:00,1469967,2
12371-0D040,NK-TS,2022-03-29 00:00:00,397016,2,NK-TS,2022-03-29 00:00:00,397016,2
12371-0M020,NK-TS,2022-03-29 00:00:00,279390,1,NK-TS,2022-02-26 00:00:00,264752,2
12372-0M030,NK-TS,2022-03-29 00:00:00,180077,4,NK-TS,2022-02-26 00:00:00,171668,3
13101-0M030,NK-TS,2022-03-29 00:00:00,415328,2,NK-TS,2022-02-26 00:00:00,413734,6
13103-30081,NK-TS,2022-03-29 00:00:00,1103003,4,NK-TS,2022-03-29 00:00:00,1103003,4
13506-0M020,NK-TS,2022-03-29 00:00:00,426128,3,NK-TS,2022-02-26 00:00:00,424492,1
13540-21020,NK-TS,2022-03-29 00:00:00,292538,1,NK-TS,2022-03-29 00:00:00,292538,1
13559-22011,NK-TS,2022-03-29 00:00:00,236190,2,NK-TS,2022-03-29 00:00:00,236190,2
13568-09041,NK-TS,2022-03-29 00:00:00,676406,5,NK-TS,2022-03-29 00:00:00,676406,5
15110-13010,NK-TS,2022-03-29 00:00:00,894283,1,NK-TS,2022-02-26 00:00:00,890849,1
15330-20011,NK-TS,2022-03-29 00:00:00,606206,4,NK-TS,2022-03-29 00:00:00,606206,4
16363-0M010,NK-TS,2022-03-29 00:00:00,627336,1,NK-TS,2022-03-29 00:00:00,627336,1
16604-50030,NK-TS,2022-03-29 00:00:00,513232,2,NK-TS,2022-03-29 00:00:00,513232,2
17801-31110,NK-TS,2022-03-29 00:00:00,391616,5,NK-TS,2022-03-29 00:00:00,391616,5
23209-39165,NK-TS,2022-03-29 00:00:00,1592758,8,NK-TS,2022-03-29 00:00:00,1592758,8
28100-28042,NK-TS,2022-03-29 00:00:00,5414061,2,NK-TS,2022-03-29 00:00:00,5414061,2
31470-60201,NK-TS,2022-03-29 00:00:00,550328,1,NK-TS,2022-03-29 00:00:00,550328,1
35330-52010,NK-TS,2022-03-29 00:00:00,390207,5,NK-TS,2022-03-29 00:00:00,390207,5
42450-02100,NK-TS,2022-03-29 00:00:00,2073355,2,NK-TS,2022-03-29 00:00:00,2073355,2
43211-0T010,NK-TS,2022-03-29 00:00:00,2842969,1,NK-TS,2022-03-29 00:00:00,2842969,1
45046-09281,NK-TS,2022-03-29 00:00:00,345598,10,NK-TS,2022-02-26 00:00:00,344739,67
45046-39505,NK-TS,2022-03-29 00:00:00,439041,4,NK-TS,2022-03-29 00:00:00,439041,4
45503-39265,NK-TS,2022-03-29 00:00:00,1096664,2,NK-TS,2022-03-29 00:00:00,1096664,2
45510-52141,NK-TS,2022-03-29 00:00:00,6025667,2,NK-TS,2022-03-29 00:00:00,6025667,2
46540-20080,NK-TS,2022-03-29 00:00:00,181956,4,NK-TS,2022-03-29 00:00:00,181956,4
48069-48070,NK-TS,2022-03-29 00:00:00,1733861,5,NK-TS,2022-03-29 00:00:00,1733861,5
48157-02020,NK-TS,2022-03-29 00:00:00,62217,19,NK-TS,2022-02-26 00:00:00,61978,21
48341-50080,NK-TS,2022-03-29 00:00:00,170451,1,NK-TS,2022-03-29 00:00:00,170451,1
48510-80340,NK-TS,2022-03-29 00:00:00,2633075,1,NK-TS,2022-03-29 00:00:00,2633075,1
48520-49555,NK-TS,2022-03-29 00:00:00,2943221,2,NK-TS,2022-03-29 00:00:00,2943221,2
48530-80387,NK-TS,2022-03-29 00:00:00,2633779,1,NK-TS,2022-03-29 00:00:00,2633779,1
48540-39775,NK-TS,2022-03-29 00:00:00,2188633,1,NK-TS,2022-03-29 00:00:00,2188633,1
48630-59125,NK-TS,2022-03-29 00:00:00,4323971,2,NK-TS,2022-03-29 00:00:00,4323971,2
48680-50120,NK-TS,2022-03-29 00:00:00,992656,4,NK-TS,2022-03-29 00:00:00,992656,4
48750-48040,NK-TS,2022-03-29 00:00:00,804127,5,NK-TS,2022-03-29 00:00:00,804127,5
48815-06200,NK-TS,2022-03-29 00:00:00,72782,175,NK-TS,2022-02-26 00:00:00,72503,25
48815-0K130,NK-TS,2022-03-29 00:00:00,125843,1,NK-TS,2022-03-29 00:00:00,125843,1
48815-60150,NK-TS,2022-03-29 00:00:00,109408,4,NK-TS,2022-03-29 00:00:00,109408,4
48818-06220,NK-TS,2022-03-29 00:00:00,74895,46,NK-TS,2022-02-26 00:00:00,74608,54
48820-30090,NK-TS,2022-03-29 00:00:00,549389,1,NK-TS,2022-03-29 00:00:00,549389,1
77024-26011,NK-TS,2022-03-29 00:00:00,1224151,3,NK-TS,2022-02-26 00:00:00,1219450,4
84340-69075,NK-TS,2022-03-29 00:00:00,233842,1,NK-TS,2022-03-29 00:00:00,233842,1
89467-33080,NK-TS,2022-03-29 00:00:00,1969112,1,NK-TS,2022-03-29 00:00:00,1969112,1
90311-99009,NK-TS,2022-03-29 00:00:00,385511,1,NK-TS,2022-03-29 00:00:00,385511,1
90311-99009-A,CHPT-MINHANH,2022-03-29 00:00:00,90000,4,CHPT-MINHANH,2022-03-29 00:00:00,90000,4
90311-T0054,NK-TS,2022-03-29 00:00:00,121147,10,NK-TS,2022-03-29 00:00:00,121147,10
90313-62001,NK-TS,2022-03-29 00:00:00,84521,1,NK-TS,2022-03-29 00:00:00,84521,1
90363-T0023,NK-TS,2022-03-29 00:00:00,516989,8,NK-TS,2022-02-26 00:00:00,515004,2
90366-T0044,NK-TS,2022-03-29 00:00:00,483885,6,NK-TS,2022-03-29 00:00:00,483885,6
90369-45006,NK-TS,2022-03-29 00:00:00,779944,1,NK-TS,2022-03-29 00:00:00,779944,1
90916-03129,NK-TS,2022-03-29 00:00:00,210599,10,NK-TS,2022-03-29 00:00:00,210599,10
90916-A2010,HTAUTOHN,2022-03-29 00:00:00,1125000,1,HTAUTOHN,2022-02-15 00:00:00,1125000,3
90916-A2010,HTAUTOHN,2022-03-29 00:00:00,1125000,1,HTAUTOHN,2022-03-04 00:00:00,1125000,3
90916-A2010,HTAUTOHN,2022-03-29 00:00:00,1125000,1,HTAUTOHN,2022-03-29 00:00:00,1125000,1
90948-T1001,HTAUTOHN,2022-03-29 00:00:00,45000,4,HTAUTOHN,2022-03-29 00:00:00,45000,4
GWIS-50A,NK-TS,2022-03-29 00:00:00,503372,20,NK-TS,2022-03-29 00:00:00,503372,20
GWM-100A,NK-TS,2022-03-29 00:00:00,634145,10,NK-TS,2022-03-29 00:00:00,634145,10
GWM-40A,NK-TS,2022-03-29 00:00:00,338320,20,NK-TS,2022-03-29 00:00:00,338320,20
GWMZ-54A,NK-TS,2022-03-29 00:00:00,440215,20,NK-TS,2022-03-29 00:00:00,440215,20
GWT-131A,NK-TS,2022-03-29 00:00:00,327755,100,NK-TS,2022-03-29 00:00:00,327755,100
GWT-151A,NK-TS,2022-03-29 00:00:00,646119,5,NK-TS,2022-03-29 00:00:00,646119,5
GWT-64A,NK-TS,2022-03-29 00:00:00,247929,20,NK-TS,2022-03-29 00:00:00,247929,20
GWT-85A,NK-TS,2022-03-29 00:00:00,326581,10,NK-TS,2022-03-29 00:00:00,326581,10
GWT-87A,NK-TS,2022-03-29 00:00:00,595875,20,NK-TS,2022-03-29 00:00:00,595875,20
GWT-96A,NK-TS,2022-03-29 00:00:00,375181,100,NK-TS,2022-03-29 00:00:00,375181,100
48750-48071,HTAUTOHN,2022-03-30 00:00:00,1330000,1,HTAUTOHN,2022-03-30 00:00:00,1330000,1
48760-48051,HTAUTOHN,2022-03-30 00:00:00,1330000,1,HTAUTOHN,2022-03-30 00:00:00,1330000,1
PL011961,NN-QUANGDEN,2022-03-30 00:00:00,3500000,1,NN-QUANGDEN,2022-03-30 00:00:00,3500000,1
12371-31082,HTAUTOHN,2022-03-31 00:00:00,1935000,1,HTAUTOHN,2022-03-31 00:00:00,1935000,1
31250-26232,CHPT-MINHANH,2022-03-31 00:00:00,2150000,1,CHPT-MINHANH,2022-03-31 00:00:00,2150000,1
31230-60221,HTAUTOHN,2022-04-01 00:00:00,990000,3,HTAUTOHN,2022-04-01 00:00:00,990000,3
48815-10090,CHPT-MINHANH,2022-04-01 00:00:00,110000,2,CHPT-MINHANH,2022-04-01 00:00:00,110000,2
04152-YZZA5,NCC-THAILAND,2022-04-02 00:00:00,110246,6,NK-TS,2022-03-29 00:00:00,86869,10
04478-06252,HTAUTOHN,2022-04-02 00:00:00,630000,1,HTAUTOHN,2022-04-02 00:00:00,630000,1
04478-0K250,NCC-THAILAND,2022-04-02 00:00:00,389724,2,NCC-THAILAND,2022-04-02 00:00:00,389724,2
13561-0D030,NCC-THAILAND,2022-04-02 00:00:00,271754,2,NCC-THAILAND,2022-04-02 00:00:00,271754,2
13711-0C010,NCC-THAILAND,2022-04-02 00:00:00,106735,10,NCC-THAILAND,2022-04-02 00:00:00,106735,10
16100-09570,NCC-THAILAND,2022-04-02 00:00:00,759786,4,NCC-THAILAND,2022-04-02 00:00:00,759786,4
17801-30060,NCC-THAILAND,2022-04-02 00:00:00,419919,1,NCC-THAILAND,2022-04-02 00:00:00,419919,1
23300-0D030-TH,NCC-THAILAND,2022-04-02 00:00:00,441687,23,NCC-THAILAND,2022-04-02 00:00:00,441687,23
45535-09250,NCC-THAILAND,2022-04-02 00:00:00,224004,2,NCC-THAILAND,2022-04-02 00:00:00,224004,2
47550-0D100,NCC-THAILAND,2022-04-02 00:00:00,502077,1,NCC-THAILAND,2022-04-02 00:00:00,502077,1
48760-33130,CHPT-MINHANH,2022-04-02 00:00:00,1140000,1,NK-TS,2022-03-29 00:00:00,915178,2
48815-0D190,NCC-THAILAND,2022-04-02 00:00:00,86371,8,NCC-THAILAND,2022-04-02 00:00:00,86371,8
87103-0K390,NCC-THAILAND,2022-04-02 00:00:00,694481,4,NCC-THAILAND,2022-03-21 00:00:00,356385,2
90310-T0008,NCC-THAILAND,2022-04-02 00:00:00,53368,30,NCC-THAILAND,2022-04-02 00:00:00,53368,30
90311-25032,NCC-THAILAND,2022-04-02 00:00:00,68816,1,NCC-THAILAND,2022-04-02 00:00:00,68816,1
90311-35047,NCC-THAILAND,2022-04-02 00:00:00,113055,1,NCC-THAILAND,2022-04-02 00:00:00,113055,1
90311-40007,NCC-THAILAND,2022-04-02 00:00:00,106735,1,NCC-THAILAND,2022-04-02 00:00:00,106735,1
90311-42051,NCC-THAILAND,2022-04-02 00:00:00,97607,1,NCC-THAILAND,2022-04-02 00:00:00,97607,1
90311-43008,NCC-THAILAND,2022-04-02 00:00:00,79349,2,NCC-THAILAND,2022-04-02 00:00:00,79349,2
90311-47013,NCC-THAILAND,2022-04-02 00:00:00,132015,1,NCC-THAILAND,2022-04-02 00:00:00,132015,1
90311-47027,NCC-THAILAND,2022-04-02 00:00:00,165721,1,NCC-THAILAND,2022-04-02 00:00:00,165721,1
90311-76002,NCC-THAILAND,2022-04-02 00:00:00,315992,1,NCC-THAILAND,2022-04-02 00:00:00,315992,1
90311-92010,NCC-THAILAND,2022-04-02 00:00:00,313184,2,NCC-THAILAND,2022-04-02 00:00:00,313184,2
90311-95008,NCC-THAILAND,2022-04-02 00:00:00,436070,1,NCC-THAILAND,2022-04-02 00:00:00,436070,1
90311-T0015,NCC-THAILAND,2022-04-02 00:00:00,73029,12,NCC-THAILAND,2022-04-02 00:00:00,73029,12
90311-T0021,NCC-THAILAND,2022-04-02 00:00:00,48452,1,NCC-THAILAND,2022-04-02 00:00:00,48452,1
90311-T0050,NCC-THAILAND,2022-04-02 00:00:00,46346,15,NCC-THAILAND,2022-04-02 00:00:00,46346,15
90311-T0056,NCC-THAILAND,2022-04-02 00:00:00,105331,5,NCC-THAILAND,2022-04-02 00:00:00,105331,5
90316-72001,NCC-THAILAND,2022-04-02 00:00:00,346187,1,NCC-THAILAND,2022-04-02 00:00:00,346187,1
PL012139,HTAUTOHN,2022-04-02 00:00:00,1980000,1,HTAUTOHN,2022-03-17 00:00:00,1980000,1
PL012139,HTAUTOHN,2022-04-02 00:00:00,1980000,1,HTAUTOHN,2022-04-02 00:00:00,1980000,1
SE-9421,QUANGVU,2022-04-02 00:00:00,225000,10,QUANGVU,2022-04-02 00:00:00,225000,10
42431-48060,HTAUTOHN,2022-04-04 00:00:00,2185000,2,HTAUTOHN,2022-04-04 00:00:00,2185000,2
12305-0Y060,NK-IDAS,2022-04-05 00:00:00,657967,5,NK-IDAS,2022-04-05 00:00:00,657967,5
12306W000P,NK-IDAS,2022-04-05 00:00:00,2511652,2,NK-IDAS,2022-04-05 00:00:00,2511652,2
13715-0C010,NCC-THAILAND,2022-04-05 00:00:00,162912,15,NCC-THAILAND,2022-04-05 00:00:00,162912,15
168000-5470,NK-IDAS,2022-04-05 00:00:00,781638,20,NK-IDAS,2022-04-05 00:00:00,781638,20
17801-0H020,NCC-THAILAND,2022-04-05 00:00:00,223301,28,NCC-THAILAND,2022-04-05 00:00:00,223301,28
195131-9390,NK-IDAS,2022-04-05 00:00:00,496757,1,NK-IDAS,2022-04-05 00:00:00,496757,1
263500-6170,NK-IDAS,2022-04-05 00:00:00,360189,10,NK-IDAS,2022-04-05 00:00:00,720378,30
263500-6180,NK-IDAS,2022-04-05 00:00:00,335547,10,NK-IDAS,2022-04-05 00:00:00,671094,30
31210-0B020,NK-IDAS,2022-04-05 00:00:00,684449,1,NK-IDAS,2022-04-05 00:00:00,684449,1
45535-06040,NCC-THAILAND,2022-04-05 00:00:00,68816,15,NCC-THAILAND,2022-04-02 00:00:00,68816,7
45535-06040,NCC-THAILAND,2022-04-05 00:00:00,68816,15,NCC-THAILAND,2022-04-05 00:00:00,68816,15
48510-BZ740,NK-IDAS,2022-04-05 00:00:00,906691,5,NK-IDAS,2022-04-05 00:00:00,906691,5
48520-BZ740,NK-IDAS,2022-04-05 00:00:00,848886,5,NK-IDAS,2022-04-05 00:00:00,848886,5
48541-09130,NK-IDAS,2022-04-05 00:00:00,418685,3,NK-IDAS,2022-04-05 00:00:00,418685,3
48750-33100,HTAUTOHN,2022-04-05 00:00:00,1305000,1,HTAUTOHN,2022-03-21 00:00:00,1305000,1
48750-33100,HTAUTOHN,2022-04-05 00:00:00,1305000,1,HTAUTOHN,2022-04-05 00:00:00,1305000,1
48760-33100,HTAUTOHN,2022-04-05 00:00:00,1305000,1,HTAUTOHN,2022-03-21 00:00:00,1305000,1
48760-33100,HTAUTOHN,2022-04-05 00:00:00,1305000,1,HTAUTOHN,2022-04-05 00:00:00,1305000,1
81551-0K210,NK-IDAS,2022-04-05 00:00:00,648064,50,NK-IDAS,2022-04-05 00:00:00,648064,50
87139-06080,NK-IDAS,2022-04-05 00:00:00,269221,50,NK-IDAS,2022-04-05 00:00:00,269221,50
90916-T2033,NCC-THAILAND,2022-04-05 00:00:00,313184,50,NCC-THAILAND,2022-04-05 00:00:00,313184,50
DDP-014R,NK-IDAS,2022-04-05 00:00:00,86823,50,NK-IDAS,2022-04-05 00:00:00,86823,50
DDP-016R,NK-IDAS,2022-04-05 00:00:00,86823,100,NK-IDAS,2022-04-05 00:00:00,86823,100
DDS-020,NK-IDAS,2022-04-05 00:00:00,119065,300,NK-IDAS,2022-04-05 00:00:00,119065,300
JK272000-6920,NK-IDAS,2022-04-05 00:00:00,112847,500,NK-IDAS,2022-04-05 00:00:00,112847,500
PL012467R,HTAUTOHN,2022-04-05 00:00:00,2720000,1,HTAUTOHN,2022-04-05 00:00:00,2720000,1
04479-28050,HTAUTOHN,2022-04-06 00:00:00,675000,1,HTAUTOHN,2022-04-06 00:00:00,675000,1
47731-28040,HTAUTOHN,2022-04-06 00:00:00,305000,2,HTAUTOHN,2022-04-06 00:00:00,305000,2
GN1518080A2B,NCC-THANHNAM,2022-04-06 00:00:00,1350000,2,NCC-THANHNAM,2022-04-06 00:00:00,1350000,2
PL011862,HTAUTOHN,2022-04-06 00:00:00,2565000,1,HTAUTOHN,2022-04-06 00:00:00,2565000,1
48510-80480,HTAUTOHN,2022-04-07 00:00:00,2930000,1,HTAUTOHN,2022-01-12 00:00:00,2930000,1
48510-80480,HTAUTOHN,2022-04-07 00:00:00,2930000,1,HTAUTOHN,2022-04-01 00:00:00,2930000,1
48510-80480,HTAUTOHN,2022-04-07 00:00:00,2930000,1,HTAUTOHN,2022-04-07 00:00:00,2930000,1
48520-80220,HTAUTOHN,2022-04-07 00:00:00,2930000,1,HTAUTOHN,2022-01-12 00:00:00,2930000,1
48520-80220,HTAUTOHN,2022-04-07 00:00:00,2930000,1,HTAUTOHN,2022-04-01 00:00:00,2930000,1
48520-80220,HTAUTOHN,2022-04-07 00:00:00,2930000,1,HTAUTOHN,2022-04-07 00:00:00,2930000,1
48540-09B70,HTAUTOHN,2022-04-07 00:00:00,2880000,1,HTAUTOHN,2022-03-28 00:00:00,2880000,1
48540-09B70,HTAUTOHN,2022-04-07 00:00:00,2880000,1,HTAUTOHN,2022-04-02 00:00:00,2880000,1
48540-09B70,HTAUTOHN,2022-04-07 00:00:00,2880000,1,HTAUTOHN,2022-04-07 00:00:00,2880000,1
48818-48060,HTAUTOHN,2022-04-07 00:00:00,260000,2,HTAUTOHN,2022-03-08 00:00:00,260000,2
48818-48060,HTAUTOHN,2022-04-07 00:00:00,260000,2,HTAUTOHN,2022-03-23 00:00:00,260000,2
48818-48060,HTAUTOHN,2022-04-07 00:00:00,260000,2,HTAUTOHN,2022-04-07 00:00:00,260000,2
PL011171,HTAUTOHN,2022-04-07 00:00:00,855000,3,HTAUTOHN,2022-04-07 00:00:00,855000,3
SB-2502,HTAUTOHN,2022-04-07 00:00:00,320000,20,HTAUTOHN,2022-04-07 00:00:00,320000,20
SL-T220,HTAUTOHN,2022-04-07 00:00:00,306000,10,HTAUTOHN,2022-04-01 00:00:00,306000,2
SL-T220,HTAUTOHN,2022-04-07 00:00:00,306000,10,HTAUTOHN,2022-04-07 00:00:00,306000,10
SR-3640,HTAUTOHN,2022-04-07 00:00:00,171000,20,HTAUTOHN,2022-04-07 00:00:00,171000,20
15330-0Y050,HTAUTOHN,2022-04-11 00:00:00,900000,2,HTAUTOHN,2022-04-11 00:00:00,900000,2
51611-TFC-H02,KL-DUCPHAT-Q5,2022-04-11 00:00:00,1250000,1,KL-DUCPHAT-Q5,2022-04-11 00:00:00,1250000,1
51621-TFC-H02,KL-DUCPHAT-Q5,2022-04-11 00:00:00,1250000,1,KL-DUCPHAT-Q5,2022-04-11 00:00:00,1250000,1
CN1Z18125B,NCC-MANHTUNG,2022-04-11 00:00:00,1330000,2,NCC-MANHTUNG,2022-04-11 00:00:00,1330000,2
