ID,Ngày nhập gần nhất,Nhà Nhập Khẩu,Đơn giá nhập gần nhất,Tổng nhập gần nhất,Nhà Nhập khẩu MIN,Ngày nhập khẩu MIN,Đơn giá MIN,Tổng nhập khẩu MIN
90369-T0007,2022-02-26 00:00:00,NK-TS,580958,100,NK-TS,2022-02-26 00:00:00,580958,100
90919-01192,2022-02-26 00:00:00,NK-TS,38122,400,NK-TS,2022-02-26 00:00:00,38122,400
90919-01210,2022-02-26 00:00:00,NK-TS,172370,200,NK-TS,2022-02-26 00:00:00,172370,200
GWHO-60A,2022-02-26 00:00:00,NK-TS,368127,20,NK-TS,2022-02-26 00:00:00,368127,20
GWHO-63A,2022-02-26 00:00:00,NK-TS,582829,20,NK-TS,2022-02-26 00:00:00,582829,20
GWM-91A,2022-02-26 00:00:00,NK-TS,464953,30,NK-TS,2022-02-26 00:00:00,464953,30
GWT-149A,2022-02-26 00:00:00,NK-TS,448348,40,NK-TS,2022-02-26 00:00:00,448348,40
04111-36126,2022-03-29 00:00:00,NK-TS,2482814,2,NK-TS,2022-03-29 00:00:00,2482814,2
04465-50260,2022-03-29 00:00:00,NK-TS,1398828,4,NK-TS,2022-03-29 00:00:00,1398828,4
04465-YZZ63,2022-03-29 00:00:00,NK-TS,597049,1,NK-TS,2022-03-29 00:00:00,597049,1
04465-YZZF6,2022-03-29 00:00:00,NK-TS,1015900,6,NK-TS,2022-02-26 00:00:00,984401,10
04465-YZZR6,2022-03-29 00:00:00,NK-TS,730875,2,NK-TS,2022-03-29 00:00:00,730875,2
11213-0D020,2022-03-29 00:00:00,NK-TS,105652,10,NK-TS,2022-02-26 00:00:00,101972,30
11213-0M010,2022-03-29 00:00:00,NK-TS,70904,28,NK-TS,2022-02-26 00:00:00,70632,72
11213-22010,2022-03-29 00:00:00,NK-TS,232668,3,NK-TS,2022-03-29 00:00:00,232668,3
12360-31041,2022-03-29 00:00:00,NK-TS,1188934,3,NK-TS,2022-03-29 00:00:00,1188934,3
12361-0V030,2022-03-29 00:00:00,NK-TS,1188934,3,NK-TS,2022-03-29 00:00:00,1188934,3
12361-28250,2022-03-29 00:00:00,NK-TS,627336,3,NK-TS,2022-03-29 00:00:00,627336,3
12361-31201,2022-03-29 00:00:00,NK-TS,1442028,1,NK-TS,2022-03-29 00:00:00,1442028,1
12362-0P051,2022-03-29 00:00:00,NK-TS,1469967,2,NK-TS,2022-03-29 00:00:00,1469967,2
12371-0D040,2022-03-29 00:00:00,NK-TS,397016,2,NK-TS,2022-03-29 00:00:00,397016,2
12371-0M020,2022-03-29 00:00:00,NK-TS,279390,1,NK-TS,2022-02-26 00:00:00,264752,2
12372-0M030,2022-03-29 00:00:00,NK-TS,180077,4,NK-TS,2022-02-26 00:00:00,171668,3
13101-0M030,2022-03-29 00:00:00,NK-TS,415328,2,NK-TS,2022-02-26 00:00:00,413734,6
13103-30081,2022-03-29 00:00:00,NK-TS,1103003,4,NK-TS,2022-03-29 00:00:00,1103003,4
13506-0M020,2022-03-29 00:00:00,NK-TS,426128,3,NK-TS,2022-02-26 00:00:00,424492,1
13540-21020,2022-03-29 00:00:00,NK-TS,292538,1,NK-TS,2022-03-29 00:00:00,292538,1
13559-22011,2022-03-29 00:00:00,NK-TS,236190,2,NK-TS,2022-03-29 00:00:00,236190,2
13568-09041,2022-03-29 00:00:00,NK-TS,676406,5,NK-TS,2022-03-29 00:00:00,676406,5
15110-13010,2022-03-29 00:00:00,NK-TS,894283,1,NK-TS,2022-02-26 00:00:00,890849,1
15330-20011,2022-03-29 00:00:00,NK-TS,606206,4,NK-TS,2022-03-29 00:00:00,606206,4
16363-0M010,2022-03-29 00:00:00,NK-TS,627336,1,NK-TS,2022-03-29 00:00:00,627336,1
16604-50030,2022-03-29 00:00:00,NK-TS,513232,2,NK-TS,2022-03-29 00:00:00,513232,2
17801-31110,2022-03-29 00:00:00,NK-TS,391616,5,NK-TS,2022-03-29 00:00:00,391616,5
23209-39165,2022-03-29 00:00:00,NK-TS,1592758,8,NK-TS,2022-03-29 00:00:00,1592758,8
28100-28042,2022-03-29 00:00:00,NK-TS,5414061,2,NK-TS,2022-03-29 00:00:00,5414061,2
31470-60201,2022-03-29 00:00:00,NK-TS,550328,1,NK-TS,2022-03-29 00:00:00,550328,1
35330-52010,2022-03-29 00:00:00,NK-TS,390207,5,NK-TS,2022-03-29 00:00:00,390207,5
42450-02100,2022-03-29 00:00:00,NK-TS,2073355,2,NK-TS,2022-03-29 00:00:00,2073355,2
43211-0T010,2022-03-29 00:00:00,NK-TS,2842969,1,NK-TS,2022-03-29 00:00:00,2842969,1
45046-09281,2022-03-29 00:00:00,NK-TS,345598,10,NK-TS,2022-02-26 00:00:00,344739,67
45046-39505,2022-03-29 00:00:00,NK-TS,439041,4,NK-TS,2022-03-29 00:00:00,439041,4
45503-39265,2022-03-29 00:00:00,NK-TS,1096664,2,NK-TS,2022-03-29 00:00:00,1096664,2
45510-52141,2022-03-29 00:00:00,NK-TS,6025667,2,NK-TS,2022-03-29 00:00:00,6025667,2
46540-20080,2022-03-29 00:00:00,NK-TS,181956,4,NK-TS,2022-03-29 00:00:00,181956,4
48069-48070,2022-03-29 00:00:00,NK-TS,1733861,5,NK-TS,2022-03-29 00:00:00,1733861,5
48157-02020,2022-03-29 00:00:00,NK-TS,62217,19,NK-TS,2022-02-26 00:00:00,61978,21
48341-50080,2022-03-29 00:00:00,NK-TS,170451,1,NK-TS,2022-03-29 00:00:00,170451,1
48510-80340,2022-03-29 00:00:00,NK-TS,2633075,1,NK-TS,2022-03-29 00:00:00,2633075,1
48520-49555,2022-03-29 00:00:00,NK-TS,2943221,2,NK-TS,2022-03-29 00:00:00,2943221,2
48530-80387,2022-03-29 00:00:00,NK-TS,2633779,1,NK-TS,2022-03-29 00:00:00,2633779,1
48540-39775,2022-03-29 00:00:00,NK-TS,2188633,1,NK-TS,2022-03-29 00:00:00,2188633,1
48630-59125,2022-03-29 00:00:00,NK-TS,4323971,2,NK-TS,2022-03-29 00:00:00,4323971,2
48680-50120,2022-03-29 00:00:00,NK-TS,992656,4,NK-TS,2022-03-29 00:00:00,992656,4
48750-48040,2022-03-29 00:00:00,NK-TS,804127,5,NK-TS,2022-03-29 00:00:00,804127,5
48815-06200,2022-03-29 00:00:00,NK-TS,72782,175,NK-TS,2022-02-26 00:00:00,72503,25
48815-0K130,2022-03-29 00:00:00,NK-TS,125843,1,NK-TS,2022-03-29 00:00:00,125843,1
48815-60150,2022-03-29 00:00:00,NK-TS,109408,4,NK-TS,2022-03-29 00:00:00,109408,4
48818-06220,2022-03-29 00:00:00,NK-TS,74895,46,NK-TS,2022-02-26 00:00:00,74608,54
48820-30090,2022-03-29 00:00:00,NK-TS,549389,1,NK-TS,2022-03-29 00:00:00,549389,1
77024-26011,2022-03-29 00:00:00,NK-TS,1224151,3,NK-TS,2022-02-26 00:00:00,1219450,4
84340-69075,2022-03-29 00:00:00,NK-TS,233842,1,NK-TS,2022-03-29 00:00:00,233842,1
89467-33080,2022-03-29 00:00:00,NK-TS,1969112,1,NK-TS,2022-03-29 00:00:00,1969112,1
90311-99009,2022-03-29 00:00:00,NK-TS,385511,1,NK-TS,2022-03-29 00:00:00,385511,1
90311-T0054,2022-03-29 00:00:00,NK-TS,121147,10,NK-TS,2022-03-29 00:00:00,121147,10
90313-62001,2022-03-29 00:00:00,NK-TS,84521,1,NK-TS,2022-03-29 00:00:00,84521,1
90363-T0023,2022-03-29 00:00:00,NK-TS,516989,8,NK-TS,2022-02-26 00:00:00,515004,2
90366-T0044,2022-03-29 00:00:00,NK-TS,483885,6,NK-TS,2022-03-29 00:00:00,483885,6
90369-45006,2022-03-29 00:00:00,NK-TS,779944,1,NK-TS,2022-03-29 00:00:00,779944,1
90916-03129,2022-03-29 00:00:00,NK-TS,210599,10,NK-TS,2022-03-29 00:00:00,210599,10
GWIS-50A,2022-03-29 00:00:00,NK-TS,503372,20,NK-TS,2022-03-29 00:00:00,503372,20
GWM-100A,2022-03-29 00:00:00,NK-TS,634145,10,NK-TS,2022-03-29 00:00:00,634145,10
GWM-40A,2022-03-29 00:00:00,NK-TS,338320,20,NK-TS,2022-03-29 00:00:00,338320,20
GWMZ-54A,2022-03-29 00:00:00,NK-TS,440215,20,NK-TS,2022-03-29 00:00:00,440215,20
GWT-131A,2022-03-29 00:00:00,NK-TS,327755,100,NK-TS,2022-03-29 00:00:00,327755,100
GWT-151A,2022-03-29 00:00:00,NK-TS,646119,5,NK-TS,2022-03-29 00:00:00,646119,5
GWT-64A,2022-03-29 00:00:00,NK-TS,247929,20,NK-TS,2022-03-29 00:00:00,247929,20
GWT-85A,2022-03-29 00:00:00,NK-TS,326581,10,NK-TS,2022-03-29 00:00:00,326581,10
GWT-87A,2022-03-29 00:00:00,NK-TS,595875,20,NK-TS,2022-03-29 00:00:00,595875,20
GWT-96A,2022-03-29 00:00:00,NK-TS,375181,100,NK-TS,2022-03-29 00:00:00,375181,100
12305-0Y060,2022-04-05 00:00:00,NK-IDAS,657967,5,NK-IDAS,2022-04-05 00:00:00,657967,5
12306W000P,2022-04-05 00:00:00,NK-IDAS,2511652,2,NK-IDAS,2022-04-05 00:00:00,2511652,2
168000-5470,2022-04-05 00:00:00,NK-IDAS,781638,20,NK-IDAS,2022-04-05 00:00:00,781638,20
195131-9390,2022-04-05 00:00:00,NK-IDAS,496757,1,NK-IDAS,2022-04-05 00:00:00,496757,1
263500-6170,2022-04-05 00:00:00,NK-IDAS,360189,10,NK-IDAS,2022-04-05 00:00:00,720378,30
263500-6180,2022-04-05 00:00:00,NK-IDAS,335547,10,NK-IDAS,2022-04-05 00:00:00,671094,30
31210-0B020,2022-04-05 00:00:00,NK-IDAS,684449,1,NK-IDAS,2022-04-05 00:00:00,684449,1
48510-BZ740,2022-04-05 00:00:00,NK-IDAS,906691,5,NK-IDAS,2022-04-05 00:00:00,906691,5
48520-BZ740,2022-04-05 00:00:00,NK-IDAS,848886,5,NK-IDAS,2022-04-05 00:00:00,848886,5
48541-09130,2022-04-05 00:00:00,NK-IDAS,418685,3,NK-IDAS,2022-04-05 00:00:00,418685,3
81551-0K210,2022-04-05 00:00:00,NK-IDAS,648064,50,NK-IDAS,2022-04-05 00:00:00,648064,50
87139-06080,2022-04-05 00:00:00,NK-IDAS,269221,50,NK-IDAS,2022-04-05 00:00:00,269221,50
DDP-014R,2022-04-05 00:00:00,NK-IDAS,86823,50,NK-IDAS,2022-04-05 00:00:00,86823,50
DDP-016R,2022-04-05 00:00:00,NK-IDAS,86823,100,NK-IDAS,2022-04-05 00:00:00,86823,100
DDS-020,2022-04-05 00:00:00,NK-IDAS,119065,300,NK-IDAS,2021-04-07 00:00:00,105220,300
JK272000-6920,2022-04-05 00:00:00,NK-IDAS,112847,500,NK-IDAS,2022-04-05 00:00:00,112847,500
31210-0K101,2022-04-12 00:00:00,NK-IDAM,907710,199,NK-IDAM,2021-11-02 00:00:00,902772,314
5220M481,2022-04-12 00:00:00,NK-IDAM,1991676,2,NK-IDAM,2022-04-12 00:00:00,1991676,2
7813A945,2022-04-12 00:00:00,NK-IDAM,1909408,1,NK-IDAM,2022-04-12 00:00:00,1909408,1
81106-0K130,2022-04-12 00:00:00,NK-IDAM,1068570,76,NK-IDAM,2021-11-30 00:00:00,1059038,15
8330B362,2022-04-12 00:00:00,NK-IDAM,1372366,5,NK-IDAM,2021-11-02 00:00:00,1364901,10
04465-YZZQ6-82,2022-04-21 00:00:00,NK-TRISTAN,638114,235,NK-IDAM,2021-12-15 00:00:00,634012,200
11115-0C021,2022-04-21 00:00:00,NK-TRISTAN,534755,5,NK-TRISTAN,2022-04-21 00:00:00,534755,5
31250-0D231,2022-04-21 00:00:00,NK-TRISTAN,986637,100,NK-IDAM,2021-12-15 00:00:00,858630,25
8301D122,2022-04-21 00:00:00,NK-TRISTAN,1970742,8,NK-TRISTAN,2022-04-21 00:00:00,1970742,8
13011-0L020,2022-05-10 00:00:00,NK-IDAM,793029,10,NK-IDAM,2021-12-15 00:00:00,786734,30
31250-0K205,2022-05-10 00:00:00,NK-IDAM,2303846,10,NK-TRISTAN,2022-04-21 00:00:00,2298087,10
4060A576,2022-05-10 00:00:00,NK-IDAM,942818,1,NK-TRISTAN,2021-04-28 00:00:00,764280,9
8355A091,2022-05-10 00:00:00,NK-IDAM,95782,10,NK-IDAM,2021-11-02 00:00:00,94848,40
8355A092,2022-05-10 00:00:00,NK-IDAM,95782,10,NK-IDAM,2021-11-02 00:00:00,94848,40
90915-YZZZ2,2022-05-10 00:00:00,NK-IDAM,44544,20,NK-IDAM,2021-05-24 00:00:00,42614,200
90919-01059,2022-05-10 00:00:00,NK-IDAM,17772,1000,NK-TRISTAN,2022-04-21 00:00:00,17265,50
90919-T1004,2022-05-10 00:00:00,NK-IDAM,19156,15000,NK-IDAM,2021-05-24 00:00:00,18760,7000
04465-YZZR3,2022-05-13 00:00:00,NK-CHI,833976,20,NK-CHI,2022-05-13 00:00:00,833976,20
04465-YZZS1,2022-05-13 00:00:00,NK-CHI,822744,20,NK-CHI,2022-05-13 00:00:00,822744,20
12361-0D030,2022-05-13 00:00:00,NK-CHI,414180,5,NK-TS,2022-02-26 00:00:00,379119,5
12361-0L030,2022-05-13 00:00:00,NK-CHI,290628,40,NK-GPI,2020-05-20 00:00:00,288407,10
12371-0D050,2022-05-13 00:00:00,NK-CHI,532116,1,NK-CHI,2022-05-13 00:00:00,532116,1
12371-0L031,2022-05-13 00:00:00,NK-CHI,341172,8,NK-CHI,2022-05-13 00:00:00,341172,8
12371-0L180,2022-05-13 00:00:00,NK-CHI,431028,1,NK-CHI,2022-05-13 00:00:00,431028,1
13506-0D030,2022-05-13 00:00:00,NK-CHI,603720,2,NK-CHI,2022-05-13 00:00:00,603720,2
17893-0T080,2022-05-13 00:00:00,NK-CHI,600912,1,NK-CHI,2022-05-13 00:00:00,600912,1
27060-0C021,2022-05-13 00:00:00,NK-CHI,5157594,5,NK-CHI,2022-05-13 00:00:00,5157594,5
27060-0L022,2022-05-13 00:00:00,NK-CHI,5398380,1,NK-CHI,2022-05-13 00:00:00,5398380,1
28100-0C031,2022-05-13 00:00:00,NK-CHI,3060018,1,NK-CHI,2022-05-13 00:00:00,3060018,1
33820-0D630,2022-05-13 00:00:00,NK-CHI,1053000,1,NK-CHI,2022-05-13 00:00:00,1053000,1
37230-09010,2022-05-13 00:00:00,NK-CHI,965250,3,NK-CHI,2022-05-13 00:00:00,965250,3
42423-0K020,2022-05-13 00:00:00,NK-CHI,170586,1,NK-CHI,2022-05-13 00:00:00,170586,1
43330-09681,2022-05-13 00:00:00,NK-CHI,592488,10,NK-CHI,2022-05-13 00:00:00,592488,10
44320-06070,2022-05-13 00:00:00,NK-CHI,3208140,1,NK-CHI,2022-05-13 00:00:00,3208140,1
45046-09800,2022-05-13 00:00:00,NK-CHI,307476,2,NK-CHI,2022-05-13 00:00:00,307476,2
45503-0B020,2022-05-13 00:00:00,NK-CHI,759564,2,NK-CHI,2022-05-13 00:00:00,759564,2
45503-0K130,2022-05-13 00:00:00,NK-CHI,1025622,4,NK-CHI,2022-05-13 00:00:00,1025622,4
48068-02260,2022-05-13 00:00:00,NK-CHI,661284,15,NK-GPI,2020-05-20 00:00:00,626734,2
48068-09081,2022-05-13 00:00:00,NK-CHI,2141802,10,NK-GPI,2020-05-20 00:00:00,2032724,2
48068-0K010,2022-05-13 00:00:00,NK-CHI,2207088,2,NK-CHI,2022-05-13 00:00:00,2207088,2
48069-09071,2022-05-13 00:00:00,NK-CHI,2141802,6,NK-GPI,2020-05-20 00:00:00,2032724,2
48069-09261,2022-05-13 00:00:00,NK-CHI,2275884,11,NK-CHI,2022-05-13 00:00:00,2275884,11
48069-0K010,2022-05-13 00:00:00,NK-CHI,2207088,4,NK-CHI,2022-05-13 00:00:00,2207088,4
48069-0K090,2022-05-13 00:00:00,NK-CHI,1914354,3,NK-CHI,2022-05-13 00:00:00,1914354,3
48510-8Z211,2022-05-13 00:00:00,NK-CHI,1199016,8,NK-CHI,2021-07-09 00:00:00,1,1
48520-8Z076,2022-05-13 00:00:00,NK-CHI,1206738,2,NK-CHI,2022-05-13 00:00:00,1206738,2
48530-09B70,2022-05-13 00:00:00,NK-CHI,611442,25,NK-CHI,2022-05-13 00:00:00,611442,25
48531-09490,2022-05-13 00:00:00,NK-CHI,546156,10,NK-CHI,2022-05-13 00:00:00,546156,10
48540-09380,2022-05-13 00:00:00,NK-CHI,1464372,20,NK-CHI,2022-05-13 00:00:00,1464372,20
87107-02290,2022-05-13 00:00:00,NK-CHI,546858,1,NK-CHI,2022-05-13 00:00:00,546858,1
89542-0K020,2022-05-13 00:00:00,NK-CHI,1820988,1,NK-CHI,2022-05-13 00:00:00,1820988,1
90311-38086,2022-05-13 00:00:00,NK-CHI,109512,7,NK-CHI,2022-05-13 00:00:00,109512,7
90311-48031,2022-05-13 00:00:00,NK-CHI,106704,1,NK-CHI,2022-05-13 00:00:00,106704,1
90366-T0010,2022-05-13 00:00:00,NK-CHI,310284,4,NK-GPI,2020-05-20 00:00:00,307818,5
90366-T0062,2022-05-13 00:00:00,NK-CHI,496314,1,NK-CHI,2022-05-13 00:00:00,496314,1
90366-T0065,2022-05-13 00:00:00,NK-CHI,669006,1,NK-CHI,2022-05-13 00:00:00,669006,1
D2441XP,2022-05-13 00:00:00,NK-CHI,58968,104,NK-CHI,2022-05-13 00:00:00,58968,104
T1024L,2022-05-13 00:00:00,NK-CHI,195156,10,NK-CHI,2022-05-13 00:00:00,195156,10
T1411E,2022-05-13 00:00:00,NK-CHI,54756,102,NK-CHI,2022-05-13 00:00:00,54756,102
T14SV41E,2022-05-13 00:00:00,NK-CHI,124956,10,NK-CHI,2022-05-13 00:00:00,124956,10
T18VG0R0,2022-05-13 00:00:00,NK-CHI,77922,30,NK-CHI,2022-05-13 00:00:00,77922,30
T21C04E00,2022-05-13 00:00:00,NK-CHI,11934,40,NK-CHI,2022-05-13 00:00:00,11934,40
T24C02WB,2022-05-13 00:00:00,NK-CHI,94068,12,NK-CHI,2022-05-13 00:00:00,94068,12
T25C04S,2022-05-13 00:00:00,NK-CHI,54756,8,NK-CHI,2022-05-13 00:00:00,54756,8
T25C05E0,2022-05-13 00:00:00,NK-CHI,70200,8,NK-CHI,2022-05-13 00:00:00,70200,8
T25VG041,2022-05-13 00:00:00,NK-CHI,70200,10,NK-CHI,2022-05-13 00:00:00,70200,10
T25VG043,2022-05-13 00:00:00,NK-CHI,132678,20,NK-CHI,2022-05-13 00:00:00,132678,20
T25VG044,2022-05-13 00:00:00,NK-CHI,132678,32,NK-CHI,2022-05-13 00:00:00,132678,32
T25YA91E,2022-05-13 00:00:00,NK-CHI,155844,4,NK-CHI,2022-05-13 00:00:00,155844,4
T3047X2,2022-05-13 00:00:00,NK-CHI,144612,20,NK-CHI,2022-05-13 00:00:00,144612,20
DDS-016,2022-06-03 00:00:00,NK-IDAS,110560,400,NK-IDAS,2021-04-07 00:00:00,96664,300
DDS-018,2022-06-03 00:00:00,NK-IDAS,115459,400,NK-IDAS,2021-04-07 00:00:00,101751,300
DDS-026,2022-06-03 00:00:00,NK-IDAS,172838,400,NK-IDAS,2021-04-07 00:00:00,151702,300
JK272000-6910,2022-06-03 00:00:00,NK-IDAS,119890,2000,NK-IDAS,2022-06-03 00:00:00,119890,2000
JK272000-6930,2022-06-03 00:00:00,NK-IDAS,142516,3550,NK-IDAS,2022-04-05 00:00:00,140713,1450
04111-30579,2022-06-13 00:00:00,NK-LED,2032131,20,NK-TS,2022-02-26 00:00:00,1788714,2
13506-75050,2022-06-13 00:00:00,NK-LED,1092212,40,NK-LED,2022-06-13 00:00:00,1092212,40
48010-50213,2022-06-13 00:00:00,NK-LED,10887047,3,NK-LED,2022-06-13 00:00:00,10887047,3
48020-50213,2022-06-13 00:00:00,NK-LED,10887047,3,NK-LED,2022-06-13 00:00:00,10887047,3
90919-02255,2022-06-13 00:00:00,NK-LED,1007413,30,NK-LED,2022-06-13 00:00:00,1007413,30
90919-02256,2022-06-13 00:00:00,NK-LED,1007413,30,NK-TS,2021-12-18 00:00:00,933453,40
90919-02258,2022-06-21 00:00:00,NK-LED,1009407,1,NK-LED,2022-06-13 00:00:00,1009407,10
90919-02258,2022-06-21 00:00:00,NK-LED,1009407,1,NK-LED,2022-06-21 00:00:00,1009407,1
04111-36047,2022-07-01 00:00:00,NK-CHI,2876400,1,NK-CHI,2022-07-01 00:00:00,2876400,1
12306-0C012,2022-07-01 00:00:00,NK-CHI,377880,25,NK-GPI,2020-05-20 00:00:00,374380,5
16100-09181,2022-07-01 00:00:00,NK-CHI,893235,20,NK-CHI,2022-05-13 00:00:00,889434,20
16620-0C031,2022-07-01 00:00:00,NK-CHI,628155,80,NK-GPI,2020-05-20 00:00:00,593454,100
16620-0L020,2022-07-01 00:00:00,NK-CHI,1165365,30,NK-CHI,2022-05-13 00:00:00,1160406,30
43330-09510,2022-07-01 00:00:00,NK-CHI,655650,35,NK-CHI,2022-05-13 00:00:00,652860,35
45046-09780,2022-07-01 00:00:00,NK-CHI,308790,24,NK-CHI,2022-05-13 00:00:00,307476,5
45503-0K110,2022-07-01 00:00:00,NK-CHI,881250,15,NK-CHI,2022-05-13 00:00:00,877500,15
48510-09630,2022-07-01 00:00:00,NK-CHI,1429035,40,NK-CHI,2022-05-13 00:00:00,1422954,40
48510-09A00,2022-07-01 00:00:00,NK-CHI,925665,5,NK-CHI,2022-05-13 00:00:00,921726,35
48510-09N91,2022-07-01 00:00:00,NK-CHI,1591890,50,NK-CHI,2022-05-13 00:00:00,1539937,50
48510-09X40,2022-07-01 00:00:00,NK-CHI,1156905,53,NK-GPI,2020-05-20 00:00:00,1148085,50
48510-80013,2022-07-01 00:00:00,NK-CHI,1063140,6,NK-CHI,2022-05-13 00:00:00,1058616,6
48510-8Z091,2022-07-01 00:00:00,NK-CHI,1184400,15,NK-CHI,2022-05-13 00:00:00,1179360,15
48520-09530,2022-07-01 00:00:00,NK-CHI,1429035,50,NK-CHI,2022-05-13 00:00:00,1422954,50
48520-09A30,2022-07-01 00:00:00,NK-CHI,848115,25,NK-CHI,2022-05-13 00:00:00,844506,25
48520-09G41,2022-07-01 00:00:00,NK-CHI,1591890,35,NK-CHI,2022-05-13 00:00:00,1585116,35
48520-09Q40,2022-07-01 00:00:00,NK-CHI,1156905,24,NK-GPI,2020-05-20 00:00:00,1148085,50
48520-09R70,2022-07-01 00:00:00,NK-CHI,650010,2,NK-CHI,2022-07-01 00:00:00,650010,2
48520-39405,2022-07-01 00:00:00,NK-CHI,1063140,3,NK-CHI,2022-05-13 00:00:00,1058616,6
48520-8Z002,2022-07-01 00:00:00,NK-CHI,1184400,45,NK-CHI,2022-05-13 00:00:00,1179360,5
48530-02820,2022-07-01 00:00:00,NK-CHI,843180,170,NK-CHI,2022-05-13 00:00:00,839592,10
48530-09520,2022-07-01 00:00:00,NK-CHI,1470630,35,NK-CHI,2022-05-13 00:00:00,1464372,8
48530-09L31,2022-07-01 00:00:00,NK-CHI,1743465,22,NK-CHI,2022-05-13 00:00:00,1736046,30
48530-0D251,2022-07-01 00:00:00,NK-CHI,520995,35,NK-CHI,2022-05-13 00:00:00,518778,35
48530-0DC50,2022-07-01 00:00:00,NK-CHI,487860,50,NK-CHI,2022-05-13 00:00:00,485784,50
48530-39675,2022-07-01 00:00:00,NK-CHI,1115310,5,NK-CHI,2022-05-13 00:00:00,1110564,5
48530-8Z007,2022-07-01 00:00:00,NK-CHI,1101915,60,NK-FPI,2020-04-17 00:00:00,1023431,7
48531-09800,2022-07-01 00:00:00,NK-CHI,498435,150,NK-CHI,2022-05-13 00:00:00,496314,50
48540-09691,2022-07-01 00:00:00,NK-CHI,1743465,30,NK-CHI,2022-05-13 00:00:00,1736046,26
48540-09C60,2022-07-01 00:00:00,NK-CHI,1101915,59,NK-FPI,2020-04-17 00:00:00,1023430,10
48540-39375,2022-07-01 00:00:00,NK-CHI,1115310,7,NK-CHI,2022-05-13 00:00:00,1110564,3
77024-06070,2022-07-01 00:00:00,NK-CHI,900990,50,NK-CHI,2022-05-13 00:00:00,897156,50
77024-06190,2022-07-01 00:00:00,NK-CHI,315135,20,NK-CHI,2022-05-13 00:00:00,313330,20
77024-0D062,2022-07-01 00:00:00,NK-CHI,817800,27,NK-CHI,2022-05-13 00:00:00,814320,35
88440-0K010,2022-07-01 00:00:00,NK-CHI,447675,15,NK-CHI,2022-05-13 00:00:00,445770,13
90311-43010,2022-07-01 00:00:00,NK-CHI,107160,4,NK-CHI,2022-05-13 00:00:00,106704,4
90366-T0007,2022-07-01 00:00:00,NK-CHI,424410,100,NK-CHI,2022-05-13 00:00:00,422604,100
23681-30010,2022-07-14 00:00:00,NK-LED,19650,50,NK-TS,2021-12-18 00:00:00,17852,120
23682-30020,2022-07-14 00:00:00,NK-LED,48470,50,NK-TS,2021-12-18 00:00:00,43455,100
SB-1392,2022-07-16 00:00:00,NK-TS,123535,400,NK-TS,2022-07-16 00:00:00,123535,400
SB-1521,2022-07-16 00:00:00,NK-TS,134964,800,NK-TS,2022-07-16 00:00:00,134964,800
SB-1542,2022-07-16 00:00:00,NK-TS,200269,210,NK-TS,2022-07-16 00:00:00,200269,210
SB-1652,2022-07-16 00:00:00,NK-TS,123535,70,NK-TS,2022-07-16 00:00:00,123535,70
SB-3602,2022-07-16 00:00:00,NK-TS,100679,400,NK-TS,2022-07-16 00:00:00,100679,400
SB-3841,2022-07-16 00:00:00,NK-TS,167072,100,NK-TS,2022-07-16 00:00:00,167072,100
SB-3881,2022-07-16 00:00:00,NK-TS,165984,1000,NK-TS,2022-07-16 00:00:00,165984,1000
SB-3972,2022-07-16 00:00:00,NK-TS,228749,40,NK-TS,2022-07-16 00:00:00,228749,40
SB-5302,2022-07-16 00:00:00,NK-TS,228749,40,NK-TS,2022-07-16 00:00:00,228749,40
SB-5311,2022-07-16 00:00:00,NK-TS,176142,40,NK-TS,2022-07-16 00:00:00,176142,40
SB-6382L,2022-07-16 00:00:00,NK-TS,194464,30,NK-TS,2022-07-16 00:00:00,194464,30
SB-6382R,2022-07-16 00:00:00,NK-TS,194464,30,NK-TS,2022-07-16 00:00:00,194464,30
SB-7153,2022-07-16 00:00:00,NK-TS,129340,180,NK-TS,2022-07-16 00:00:00,129340,180
SB-7721,2022-07-16 00:00:00,NK-TS,162537,50,NK-TS,2022-07-16 00:00:00,162537,50
SB-7782,2022-07-16 00:00:00,NK-TS,177412,240,NK-TS,2022-07-16 00:00:00,177412,240
SB-7841,2022-07-16 00:00:00,NK-TS,160179,50,NK-TS,2022-07-16 00:00:00,160179,50
SB-H022,2022-07-16 00:00:00,NK-TS,201357,30,NK-TS,2022-07-16 00:00:00,201357,30
SE-1522,2022-07-16 00:00:00,NK-TS,143127,100,NK-TS,2022-07-16 00:00:00,143127,100
SE-1721,2022-07-16 00:00:00,NK-TS,115735,360,NK-TS,2022-07-16 00:00:00,115735,360
SE-1722,2022-07-16 00:00:00,NK-TS,143127,320,NK-TS,2022-07-16 00:00:00,143127,320
SE-2931,2022-07-16 00:00:00,NK-TS,95055,80,NK-TS,2022-07-16 00:00:00,95055,80
SE-3881,2022-07-16 00:00:00,NK-TS,134057,720,NK-TS,2022-07-16 00:00:00,134057,720
SE-6381L,2022-07-16 00:00:00,NK-TS,141857,120,NK-TS,2022-07-16 00:00:00,141857,120
SE-6381R,2022-07-16 00:00:00,NK-TS,141857,120,NK-TS,2022-07-16 00:00:00,141857,120
SE-7941,2022-07-16 00:00:00,NK-TS,141858,40,NK-TS,2022-07-16 00:00:00,141858,40
SE-T361,2022-07-16 00:00:00,NK-TS,127163,270,NK-TS,2022-07-16 00:00:00,127163,270
